title,author,publisher,price,rating,ratings_count
Alternate Peace,"Michael  Robertson, Kristine Kathryn Rusch, Stephen  Leigh, Juliet E. Mckenna, Ian R. Macleod, Rick Wilber, Elizabeth Sarah Kite, Harry Turtledove, Elektra Hammond, Mike Barretta, Brian Hugenbruch, Kari Sperring, Dale Cozort, C.W. Briar, Kat Otis","Zombies Need Brains, LLC",6.94,2.6,1
The Digging Leviathan,James P. Blaylock,"JABberwocky Literary Agency, Inc.",9.26,3.07,1
Land of Dreams,James P. Blaylock,"JABberwocky Literary Agency, Inc.",8.68,5.0,1
Shock Rock II,,"JABberwocky Literary Agency, Inc.",8.1,2.4,3
Specters,Jeff  Gelb,"JABberwocky Literary Agency, Inc.",8.68,4.35,54
Hotter Blood,,"JABberwocky Literary Agency, Inc.",6.94,3.7,1
Like A Boss,Adam Rakunas,"JABberwocky Literary Agency, Inc.",6.94,3.1,1
Second Round,"Juliet E. Mckenna, Gini Koch, Garth Nix, William Leisner, Jacey Bedford, Jean Marie Ward, R.K. Nickel, Rachel Atwood, Kari Sperring, Diana Pharaoh Francis, David Keener, Mike Marcus, Kristine Smith, Aaron M. Roth","Zombies Need Brains, LLC",6.9,4.6,5
Guilds & Glaives,"Esther  Friesner, David  Farland, James  Enge, Violette Malan, Gini Koch, D.B. Jackson, Howard Andrew Jones, Jason Palmatier, Ashley McConnell, Jenna Rhodes, R.K. Nickel, Lawrence Harding, Leah Webber, Amelia Sirina","Zombies Need Brains, LLC",6.9,3.5,1
Reaping the Aurora,Joshua Palmatier,"Zombies Need Brains, LLC",4.93,3.6,15
The Big Blind,Lavie Tidhar,"JABberwocky Literary Agency, Inc.",5.21,4.3,1
Crystal Lattice,Joshua Palmatier,"Zombies Need Brains, LLC",4.93,4.3,1
Shattering the Ley,Joshua Palmatier,"Zombies Need Brains, LLC",4.93,3.7,5
The Survival of Margaret Thomas,Del Howison,"JABberwocky Literary Agency, Inc.",8.1,4.7,1
Threading the Needle,Joshua Palmatier,"Zombies Need Brains, LLC",4.93,3.0,12
Last-Ditch,"Edward  Willett, Derryl  Murphy, D. Thomas Minton, Jason M. Hough, Steve Perry, Nemma Wollenfang, Tanya Huff, Blake Jessop, L.E. Modesitt Jr., Hayden Trenholm, Ember Randall, Chadwick Ginther, Russell Hugh McConnell, Gary Kloster, E.C. Ambrose, Donald McCarthy","Zombies Need Brains, LLC",6.9,4.25,2
New Atlantis,Lavie Tidhar,"JABberwocky Literary Agency, Inc.",5.79,3.9,10
The Bones of Haven,Simon R. Green,"JABberwocky Literary Agency, Inc.",9.26,5.0,4
Blood Shot,Tanya Huff,"JABberwocky Literary Agency, Inc.",3.47,4.3,1
Explorer of the Endless Sea,Jack Campbell,"JABberwocky Literary Agency, Inc.",6.37,3.2,5
Ampyrium,"Esther  Friesner, Juliet E. Mckenna, David B. Coe, Patricia Bray, Joshua Palmatier, Jason Palmatier, S.C. Butler","Zombies Need Brains, LLC",6.9,3.5,4
Crystal Rebel,Joshua Palmatier,"Zombies Need Brains, LLC",4.93,4.3,4
Fate of the Free Lands,Jack Campbell,"JABberwocky Literary Agency, Inc.",6.37,5.0,1
Elfland,Freda Warrington,"JABberwocky Literary Agency, Inc.",6.37,5.0,2
Corruption of Justice,Brenda English,"JABberwocky Literary Agency, Inc.",6.94,2.7,66
Familiars,"Shanna  Germain, Jim C. Hines, Gini Koch, Sharon Lee, Steve Miller, Jacey Bedford, Jason Palmatier, Jean Marie Ward, Brian Hugenbruch, Kari Sperring, Lawrence Harding, Russell Hugh McConnell, Jordan Bricco, Alexander G.R. Gideon, Bebe Bayliss, Alicia Cay, A. Katherine Black","Zombies Need Brains, LLC",6.9,5.0,5
Beyond the Blue Moon,Simon R. Green,"JABberwocky Literary Agency, Inc.",8.68,3.7,1
Blood and Honor,Simon R. Green,"JABberwocky Literary Agency, Inc.",8.68,3.7,2
ZNB Presents: Year Two,"Christine  Lucas, Liam Hogan, Nathan W. Toronto, Alma Alexander, S.C. Butler, Elektra Hammond, Brian Hugenbruch, Alicia Cay, Daniel Roman, Ty Lazar, L.P. Melling, Caias Ward, Jonathan Robbins Leon, Marie Vibbert, Rob Cornell, Mike Jack Stoumbos, J.L. George, Andrew Gudgel, Derrick Boden, Melinda Brasher, Louis Evans, Niall Spain, Brian Crenshaw, Sam Robb","Zombies Need Brains, LLC",7.9,5.0,1
Down Among the Dead Men,Simon R. Green,"JABberwocky Literary Agency, Inc.",8.68,4.2,23
Fear Itself,Jeff  Gelb,"JABberwocky Literary Agency, Inc.",8.68,4.5,20
The Steampunk Adventures of Langdon St. Ives,James P. Blaylock,"JABberwocky Literary Agency, Inc.",8.1,5.0,5
Warrior,Marie Brennan,"JABberwocky Literary Agency, Inc.",8.1,3.9,5
The Swords of Haven,Simon R. Green,"JABberwocky Literary Agency, Inc.",11.58,4.4,1
The Guards of Haven,Simon R. Green,"JABberwocky Literary Agency, Inc.",11.58,4.5,1
The Servants of the Storm,Jack Campbell,"JABberwocky Literary Agency, Inc.",6.37,4.74,4
The Wrath of the Great Guilds,Jack Campbell,"JABberwocky Literary Agency, Inc.",6.37,4.86,4
Harbinger of the Storm,Aliette de Bodard,"JABberwocky Literary Agency, Inc.",9.26,3.05,1
Servant of the Underworld,Aliette de Bodard,"JABberwocky Literary Agency, Inc.",9.26,5.0,17
Three Quarters,Tanya Huff,"JABberwocky Literary Agency, Inc.",3.47,3.64,5
Master of the House of Darts,Aliette de Bodard,"JABberwocky Literary Agency, Inc.",9.26,3.1,1
Runner,William C. Dietz,"JABberwocky Literary Agency, Inc.",8.1,4.8,16
Logos Run,William C. Dietz,"JABberwocky Literary Agency, Inc.",8.1,3.1,1
DeathDay,William C. Dietz,"JABberwocky Literary Agency, Inc.",8.1,5.0,5
EarthRise,William C. Dietz,"JABberwocky Literary Agency, Inc.",8.1,2.6,1
Deathstalker War,Simon R. Green,"JABberwocky Literary Agency, Inc.",8.68,5.0,1
Deathstalker,Simon R. Green,"JABberwocky Literary Agency, Inc.",6.37,3.7,13
Deathstalker Honor,Simon R. Green,"JABberwocky Literary Agency, Inc.",8.68,2.6,1
Breath of Heaven,Joshua Palmatier,"Zombies Need Brains, LLC",6.9,3.7,19
Deathstalker Rebellion,Simon R. Green,"JABberwocky Literary Agency, Inc.",8.68,4.3,4
Alien Artifacts,"David  Farland, Juliet E. Mckenna, James Van pelt, C. S. Friedman, Walter H. Hunt, Gini Koch, Gail Z. Martin, Seanan Mcguire, Sharon Lee, Steve Miller, Julie Novakova, Angela Penrose, S. C. Butler, Larry N. Martin, Andrija Popovic, Jacey Bedford, Sofie Bird, Anthony Lowe, Jennifer Dunne, Coral Moore, Daniel J. Davis","Zombies Need Brains, LLC",6.9,3.6,3
Clockwork Universe,"Leah  Cutter, Gini Koch, Gail Z. Martin, Ian Tregillis, Bradley P. Beaulieu, Seanan Mcguire, Larry N. Martin, J.R. Hargenrader, Jason Palmatier, C.B. Pratt, Jean Marie Ward, Tansy Rayner Roberts, David J. Fortier, Brad Hafford, S.C. Butler","Zombies Need Brains, LLC",5.79,2.8,16
Temporally Out of Order,"Stephen  Leigh, Faith Hunter, Juliet E. Mckenna, David B. Coe, Laura Anne Gilman, Gini Koch, Amy Griswold, Edmund R. Schubert, Chuck Rothman, Jeremy Sim, Seanan Mcguire, Laura Resnick, Sofie Bird, Elektra Hammond, Steve Ruskin, Susan Jett, Christopher Barili","Zombies Need Brains, LLC",5.79,3.9,4
The Rainy Season,James P. Blaylock,"JABberwocky Literary Agency, Inc.",8.68,2.5,5
All Hail Our Robot Conquerors!,"Julie E. Czerneda, Gini Koch, Lauren Fox, Helen French, Seanan Mcguire, Sharon Lee, Steve Miller, Tanya Huff, Jason Palmatier, Brandon Daubs, Brian Trent, L.E. Modesitt, Jez Patterson, Philip Brian Hall, R. Overwater, Rosemary Edghill","Zombies Need Brains, LLC",6.9,3.0,2
The Death of All Things,"Leah  Cutter, Faith Hunter, Jim C. Hines, Jason M. Hough, Aliette de Bodard, Fran Wilde, Andrew Dunlop, Christie Golden, Andrija Popovic, K.M. Laney, Andrea Mullen, Kendra Leigh Speedling, Julie Pitzel, Shaun Avery, Ville Merilainen, Amanda Kespohl, Mack Moyer, A. Merc Rustad, Kathryn McBride, Stephen Blackmoore, Kiya Nicoll","Zombies Need Brains, LLC",6.9,4.3,4
Were-,"Katharine  Kerr, Faith Hunter, David B. Coe, Gini Koch, Elizabeth Sarah Kite, Patricia Bray, Seanan Mcguire, Jean Marie Ward, Susan Jett, Ashley McConnell, Eliora Smith, April Steenburgh, Mike Barretta, Danielle Ackley-McPhail, Sarah Brand, Anneliese Belmond, Phyllis Ames","Zombies Need Brains, LLC",6.9,3.4,18
Submerged,"Michael  Robertson, Esther  Friesner, Marsheila  Rockwell, Jody Lynn Nye, David  Farland, James Van pelt, Misty Massey, Nicky Drayden, Seanan Mcguire, Susan Jett, A. Merc Rustad, F. Brett Cox, Wendy Nikel, J.C. Koch, Jeffrey J. Mariotte, Bill Kte'pi, Jenna Rhodes, Sara M. Harvey","Zombies Need Brains, LLC",6.9,3.5,2
The Razor's Edge,"Kay  Kenyon, William C. Dietz, Walter H. Hunt, D.B. Jackson, Steve Perry, Chris Kennedy, Seanan Mcguire, Sharon Lee, Steve Miller, L.E. Modesitt, Blake Jessop, Gerald Brandt, Sharon P. Goza, Christopher Allenby, Alex Gideon, Brian Hugenbruch, Y.M. Pang","Zombies Need Brains, LLC",6.9,3.0,2
Temporally Deactivated,"Christine  Lucas, Stephen  Leigh, Faith Hunter, Gini Koch, Marie Desjardin, Edmund R. Schubert, D.B. Jackson, Misty Massey, Alex Gideon, Ken Altabef, Emily Randall, C.S. Friedman, Rhondi Salsitz, R.K. Nickel","Zombies Need Brains, LLC",6.94,3.5,2
Nowhere,Ian R. Macleod,"JABberwocky Literary Agency, Inc.",6.37,2.8,16
Curse of the Kissing Cousins,Toni L. p. Kelner,"JABberwocky Literary Agency, Inc.",5.79,4.29,14
Ares Express,Ian McDonald,"JABberwocky Literary Agency, Inc.",8.68,3.6,46
Fuel,Adam-Troy  Castro,"JABberwocky Literary Agency, Inc.",3.47,2.9,1
Deathstalker Return,Simon R. Green,"JABberwocky Literary Agency, Inc.",8.68,3.18,3
Deathstalker Coda,Simon R. Green,"JABberwocky Literary Agency, Inc.",8.68,4.0,1
Deathstalker Legacy,Simon R. Green,"JABberwocky Literary Agency, Inc.",8.68,3.4,14
Deathstalker Destiny,Simon R. Green,"JABberwocky Literary Agency, Inc.",8.68,3.2,20
In the Vanishers' Palace,Aliette de Bodard,"JABberwocky Literary Agency, Inc.",6.37,3.7,18
Small Kingdoms and Other Stories,Charlaine  Harris,"JABberwocky Literary Agency, Inc.",9.26,4.7,3
Shadow's Lure,Jon  Sprunk,"JABberwocky Literary Agency, Inc.",6.94,2.8,1
The Silvered,Tanya Huff,"JABberwocky Literary Agency, Inc.",8.1,4.4,4
Shadow's Master,Jon  Sprunk,"JABberwocky Literary Agency, Inc.",6.94,3.61,29
The Rise of the Automated Aristocrats,Mark  Hodder,"JABberwocky Literary Agency, Inc.",6.94,3.5,5
The Return of the Discontinued Man,Mark  Hodder,"JABberwocky Literary Agency, Inc.",6.94,4.6,22
Shadow's Son,Jon  Sprunk,"JABberwocky Literary Agency, Inc.",6.94,3.9,5
Witch,Marie Brennan,"JABberwocky Literary Agency, Inc.",8.1,4.1,31
The Doppelganger Omnibus,Marie Brennan,"JABberwocky Literary Agency, Inc.",17.38,4.1,36
The Complete Shadow Saga,Jon  Sprunk,"JABberwocky Literary Agency, Inc.",10.42,4.96,18
Martian Sands,Lavie Tidhar,"JABberwocky Literary Agency, Inc.",6.94,2.5,1
Blue Moon Rising,Simon R. Green,"JABberwocky Literary Agency, Inc.",8.68,5.0,1
Once in a Blue Moon,Simon R. Green,"JABberwocky Literary Agency, Inc.",8.68,2.1,1
The Vacant Throne,Joshua Palmatier,"Zombies Need Brains, LLC",5.79,4.0,71
The Cracked Throne,Joshua Palmatier,"Zombies Need Brains, LLC",5.79,4.1,19
The Skewed Throne,Joshua Palmatier,"Zombies Need Brains, LLC",5.79,3.6,35
Dancers in the Dark,Charlaine  Harris,"JABberwocky Literary Agency, Inc.",3.47,3.6,1
Crystal War,Joshua Palmatier,"Zombies Need Brains, LLC",5.79,4.1,1
With Unclean Hands,Adam-Troy  Castro,"JABberwocky Literary Agency, Inc.",3.47,3.93,16
A Secret Rage,Charlaine  Harris,"JABberwocky Literary Agency, Inc.",6.94,3.3,1
Who Killed the Pinup Queen?,Toni L. p. Kelner,"JABberwocky Literary Agency, Inc.",5.21,4.6,4
Gorel and the Pot-Bellied God,Lavie Tidhar,"JABberwocky Literary Agency, Inc.",5.21,4.99,1
In for a Penny,James P. Blaylock,"JABberwocky Literary Agency, Inc.",8.1,3.06,1
The Tel Aviv Dossier,"Lavie Tidhar, Nir Yaniv","JABberwocky Literary Agency, Inc.",6.94,5.0,1
Midsummer Night,Freda Warrington,"JABberwocky Literary Agency, Inc.",6.37,4.11,32
Grail of the Summer Stars,Freda Warrington,"JABberwocky Literary Agency, Inc.",6.37,5.0,1
Desolation Road,Ian McDonald,"JABberwocky Literary Agency, Inc.",8.68,4.85,1
Chaga,Ian McDonald,"JABberwocky Literary Agency, Inc.",8.68,3.9,1
River's Edge,James P. Blaylock,"JABberwocky Literary Agency, Inc.",4.63,3.7,17
Kirinya,Ian McDonald,"JABberwocky Literary Agency, Inc.",8.68,3.0,15
Everywhere,Ian R. Macleod,"JABberwocky Literary Agency, Inc.",6.37,4.0,4
"He Said, Sidhe Said",Tanya Huff,"JABberwocky Literary Agency, Inc.",3.47,3.44,8
Sleeping Dogs,Adam-Troy  Castro,"JABberwocky Literary Agency, Inc.",3.47,3.99,18
Empress of the Sun,Ian McDonald,"JABberwocky Literary Agency, Inc.",6.94,2.9,1
The Pink Flamingo Murders,Elaine  Viets,"JABberwocky Literary Agency, Inc.",9.26,3.3,1
Real Murders,Charlaine  Harris,"JABberwocky Literary Agency, Inc.",9.87,4.9,1
The Julius House,Charlaine  Harris,"JABberwocky Literary Agency, Inc.",9.87,3.57,19
The Finishing Stroke,Ellery Queen,"JABberwocky Literary Agency, Inc.",8.68,3.2,1
Rules of Engagement,Elizabeth Moon,"JABberwocky Literary Agency, Inc.",6.37,5.0,1
The Conqueror's Shadow,Ari  Marmell,"JABberwocky Literary Agency, Inc.",7.9,3.3,34
The Garden of Empire,J.T. Greathouse,JAB Books,7.9,2.7,2
Blood and Iron,Jon  Sprunk,"JABberwocky Literary Agency, Inc.",5.79,3.0,1
Shadowkings,Michael Cobley,"JABberwocky Literary Agency, Inc.",6.94,3.7,2
Black Gods Kiss,Lavie Tidhar,"JABberwocky Literary Agency, Inc.",6.37,1.62,2
Sweet and Deadly,Charlaine  Harris,"JABberwocky Literary Agency, Inc.",6.94,3.5,78
Deeds of Honor,Elizabeth Moon,"JABberwocky Literary Agency, Inc.",6.94,4.04,1
Fifth Quarter,Tanya Huff,"JABberwocky Literary Agency, Inc.",9.26,4.45,1
Blast From the Past,Toni L. p. Kelner,"JABberwocky Literary Agency, Inc.",5.21,2.84,1
The Dragons of Dorcastle,Jack Campbell,"JABberwocky Literary Agency, Inc.",6.37,5.0,1
Sing the Four Quarters,Tanya Huff,"JABberwocky Literary Agency, Inc.",8.1,3.2,3
The Pirates of Pacta Servanda,Jack Campbell,"JABberwocky Literary Agency, Inc.",6.37,4.4,1
The Assassins of Altis,Jack Campbell,"JABberwocky Literary Agency, Inc.",6.37,3.8,37
Ejecta,William C. Dietz,"JABberwocky Literary Agency, Inc.",5.79,2.9,5
The Hidden Masters of Marandur,Jack Campbell,"JABberwocky Literary Agency, Inc.",6.37,4.1,1
Thirteen Phantasms,James P. Blaylock,"JABberwocky Literary Agency, Inc.",8.1,4.0,1
Scream Queen,Edo Van belkom,"JABberwocky Literary Agency, Inc.",6.94,3.0,1
Metamorphosis,James P. Blaylock,"JABberwocky Literary Agency, Inc.",8.1,3.9,16
Fair Coin,E.C. Myers,"JABberwocky Literary Agency, Inc.",9.26,4.4,4
The Ebb Tide,James P. Blaylock,"JABberwocky Literary Agency, Inc.",4.63,4.81,5
The Hand of the Sun King,J.T. Greathouse,JAB Books,7.9,2.27,3
Nine Tenths,Jeff Macfee,JAB Books,8.68,3.99,36
The Pattern of the World,J.T. Greathouse,JAB Books,7.9,5.0,1
The Invisible Woman,James P. Blaylock,"JABberwocky Literary Agency, Inc.",10.42,3.8,24
Storm and Steel,Jon  Sprunk,"JABberwocky Literary Agency, Inc.",6.94,3.8,23
Drinking Midnight Wine,Simon R. Green,"JABberwocky Literary Agency, Inc.",8.68,2.8,2
Omega Sol,Scott  MacKay,"JABberwocky Literary Agency, Inc.",9.26,4.15,3
Omnifix,Scott  MacKay,"JABberwocky Literary Agency, Inc.",9.26,3.8,15
Tides,Scott  MacKay,"JABberwocky Literary Agency, Inc.",9.26,3.4,22
Ally,K. Eason,"JABberwocky Literary Agency, Inc.",9.26,2.53,1
Lost Covenant,Ari  Marmell,"JABberwocky Literary Agency, Inc.",9.26,2.7,1
Covenant's End,Ari  Marmell,"JABberwocky Literary Agency, Inc.",9.26,3.93,27
Destiny of Dragons,Jack Campbell,"JABberwocky Literary Agency, Inc.",6.94,3.72,2
The Tea Master and the Detective,Aliette de Bodard,"JABberwocky Literary Agency, Inc.",4.63,2.3,1
Emissaries from the Dead,Adam-Troy  Castro,"JABberwocky Literary Agency, Inc.",6.37,5.0,3
The Third Claw of God,Adam-Troy  Castro,"JABberwocky Literary Agency, Inc.",6.37,3.83,72
The Warlord's Legacy,Ari  Marmell,"JABberwocky Literary Agency, Inc.",7.9,2.6,1
Daughter of Dragons,Jack Campbell,"JABberwocky Literary Agency, Inc.",6.94,2.9,3
Jumping at the Chance,Gil Griffin,"JABberwocky Literary Agency, Inc.",10.42,3.3,3
A Secret Rage & Sweet and Deadly Omnibus,Charlaine  Harris,"JABberwocky Literary Agency, Inc.",11.58,3.3,14
Bones of Empire,William C. Dietz,"JABberwocky Literary Agency, Inc.",8.1,2.8,1
War of the Marionettes,Adam-Troy  Castro,"JABberwocky Literary Agency, Inc.",6.37,3.89,4
Be My Enemy,Ian McDonald,"JABberwocky Literary Agency, Inc.",6.94,4.88,1
Orbis,Scott  MacKay,"JABberwocky Literary Agency, Inc.",9.26,5.0,1
Heroics for Beginners,John Moore,"JABberwocky Literary Agency, Inc.",6.94,5.0,3
No One Hears the Last Shot,Lavie Tidhar,"JABberwocky Literary Agency, Inc.",9.26,3.3,4
Doc in the Box,Elaine  Viets,"JABberwocky Literary Agency, Inc.",9.26,4.9,2
Outpost,Scott  MacKay,"JABberwocky Literary Agency, Inc.",9.26,4.4,1
A Fool and His Honey,Charlaine  Harris,"JABberwocky Literary Agency, Inc.",9.87,4.8,4
Moonbreaker,Simon R. Green,"JABberwocky Literary Agency, Inc.",8.1,4.2,5
From a Drood to a Kill,Simon R. Green,"JABberwocky Literary Agency, Inc.",6.94,2.9,1
Winders,Ryan O'Nan,JAB Books,11.0,2.9,2
The Horns of Ruin,Tim  Akers,"JABberwocky Literary Agency, Inc.",5.79,3.71,17
The Knights of Breton Court,Maurice  Broaddus,JAB Books,10.42,2.1,1
Pact and Pattern Omnibus,J.T. Greathouse,JAB Books,24.7,3.4,33
The Last Days of Good People,A.T. Sayre,JAB Books,5.79,4.8,4
Sun and Serpent,Jon  Sprunk,"JABberwocky Literary Agency, Inc.",5.79,2.1,1
Blade and Bone,Jon  Sprunk,"JABberwocky Literary Agency, Inc.",4.63,4.07,1
Jesus and the Eightfold Path,Lavie Tidhar,"JABberwocky Literary Agency, Inc.",4.05,3.47,5
Third Time Lucky,Tanya Huff,"JABberwocky Literary Agency, Inc.",3.47,2.93,1
The Coward's Option,Adam-Troy  Castro,"JABberwocky Literary Agency, Inc.",3.47,4.18,1
Rubout,Elaine  Viets,"JABberwocky Literary Agency, Inc.",8.68,5.0,2
Backstab,Elaine  Viets,"JABberwocky Literary Agency, Inc.",9.26,3.7,9
A Mind for Murder Omnibus,Rochelle Staab,"JABberwocky Literary Agency, Inc.",11.58,4.2,20
"Three Bedrooms, One Corpse",Charlaine  Harris,"JABberwocky Literary Agency, Inc.",11.58,4.7,5
Poppy Done to Death,Charlaine  Harris,"JABberwocky Literary Agency, Inc.",9.87,4.1,1
A Bone to Pick,Charlaine  Harris,"JABberwocky Literary Agency, Inc.",11.58,4.2,1
Dead Over Heels,Charlaine  Harris,"JABberwocky Literary Agency, Inc.",11.58,4.01,1
Dr. DOA,Simon R. Green,"JABberwocky Literary Agency, Inc.",8.1,2.2,2
The Last Full Measure,Jack Campbell,"JABberwocky Literary Agency, Inc.",5.79,4.38,1
Phytosphere,Scott  MacKay,"JABberwocky Literary Agency, Inc.",9.26,4.52,15
The Secret of Abdu El Yezdi,Mark  Hodder,"JABberwocky Literary Agency, Inc.",6.94,3.3,3
Trail,Louis Charbonneau,"JABberwocky Literary Agency, Inc.",6.94,3.4,1
Planesrunner,Ian McDonald,"JABberwocky Literary Agency, Inc.",6.94,5.0,1
Blood of Dragons,Jack Campbell,"JABberwocky Literary Agency, Inc.",6.94,5.0,4
The Obsession,Meyer Levin,"JABberwocky Literary Agency, Inc.",6.94,3.0,16
Corruption of Power,Brenda English,"JABberwocky Literary Agency, Inc.",6.94,3.7,2
The Meek,Scott  MacKay,"JABberwocky Literary Agency, Inc.",9.26,4.47,58
Down Home Murder,Toni L. p. Kelner,"JABberwocky Literary Agency, Inc.",9.26,5.0,3
Keeper,Michael  Garrett,"JABberwocky Literary Agency, Inc.",9.26,4.4,2
"The Civil War: In Their Own Words - The Actual Words of Abraham Lincoln, Harriet Beacher Stowe, Ralph Waldo Emerson and Clarence, a 15 year-old soldier (Unabridged)",Anna Lyse Erickson,Alison Larkin Presents,34.72,4.7,1
Every Trick in the Book,Bernard O'Keeffe,Muswell Press,13.9,2.73,5
Little Lord Fauntleroy,Frances Hodgson Burnett,Edicions Perelló,8.1,4.1,41
A Christmas Carol (A2 level),"Charles Dickens, María Losa García",Imaginaria Books,5.79,4.33,1
The Little Lady of the Big House / Маленькая хозяйка Большого дома,Jack London,,3.44,4.7,2
Chess. A modern textbook,Vatslav Sukhanov,,12.34,3.3,4
Through the world’s mirror,Madina Fedosova,,2.72,4.3,5
Change (d) her last name. The book is a story of self-help during a breakup,Anastasia Sapukova,,7.41,4.19,3
Brain evolution. New human species,David Darhovsky,,14.76,3.1,14
All at once. Book two,Eugene Alexandrovich Rakhmanov,,2.47,4.4,1
Classic science fiction. Stories and tales. Version in English,Fedir Tytarchuk,,7.41,3.9,5
The Weightless,Lydia Vaile,,4.94,4.1,1
This. A Book About the Unwritable,Sergei Kirnitskii,,2.42,3.89,1
Love in the little things,Хасан Ниязов,,3.41,2.72,1
The Way. Story of Crazy Bear,Andrey Wind Nefedov,,,5.0,6
The Perfect Sin. I Grant You Contempt,Fedir Tytarchuk,,7.41,4.96,3
The Pickwick Papers,Charles Dickens,Zenith Starlight Media,1.15,3.9,4
The Red and the Black,Stendhal,Zenith Starlight Media,1.15,3.9,1
The Federalist Papers,"John Jay, Alexander Hamilton, James Madison",Zenith Starlight Media,1.15,3.3,4
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,Zenith Starlight Media,1.15,2.02,1
The Jungle Book,Rudyard Kipling,Zenith Starlight Media,1.15,3.5,13
Sense and Sensibility,Jane Austen,Zenith Starlight Media,1.15,4.6,7
The Gift of the Magi,O. Henry,Zenith Starlight Media,1.15,2.4,3
Of Time and the River,Thomas Wolfe,Zenith Starlight Media,1.15,3.3,18
The Nutcracker and the Mouse King,Ernst Hoffmann,Zenith Starlight Media,1.15,5.0,1
The Republic,Plato  ,Zenith Starlight Media,1.15,4.23,1
On the Makaloa Mat ,Jack London,Zenith Starlight Media,1.15,3.5,2
The Canterville Ghost,Oscar Wilde,Zenith Starlight Media,1.15,2.7,17
The Charterhouse of Parma,Stendhal,Zenith Starlight Media,1.15,3.81,15
The Most Dangerous Game,Richard Connell,Zenith Starlight Media,1.15,2.1,1
Robinson Crusoe,Daniel Defoe,Zenith Starlight Media,1.15,3.71,1
Siddhartha,Hermann Hesse,Zenith Starlight Media,1.15,3.1,1
Twelve Years a Slave,Solomon Northup,Zenith Starlight Media,1.15,5.0,1
Ivanhoe,Walter Scott,Zenith Starlight Media,1.15,2.1,1
The people of the blue mountains,Helena Blavatsky,Aroha,16.22,2.86,1
Lanzarote and wine,"Rubén Acosta, Mario Ferrer",DIGITALIZA-Tec,10.42,3.74,126
